	google_id	name	query	lat	lon	address	types
520	ChIJ9d66ZvWzKIQRimfY0Sc0olE	Kinder 187	preescolar	20.6007854	-103.3332284	JARDIN DE NI?OS, C. Pablo Valdez, FCO MONTES DE OCA, Felipe Angeles, 45590 San Pedro Tlaquepaque, Jal., México	['school', 'point_of_interest', 'establishment']
521	ChIJf_cKT4-yKIQRIsXF3tHj3G4	ESTANCIA INFANTIL MUNICIPAL MIRAVALLE	preescolar	20.6125242	-103.3463001	Roberto Cantú 365, Miravalle, 44790 Guadalajara, Jal., México	['school', 'point_of_interest', 'establishment']
522	ChIJIUt1lo-yKIQR_2zaiQYq3P0	Kinder Arnold Lucius Gessell	preescolar	20.6093433	-103.3458118	Av. Arquitectura 426, Miravalle, 44990 Guadalajara, Jal., México	['school', 'point_of_interest', 'establishment']
523	ChIJ7xqG7mKyKIQR4kXNtBhRqXs	Jardín de Niños Julio Verne	preescolar	20.6209811	-103.3452182	C. Espátula 3342, El Manantial, 44970 Guadalajara, Jal., México	['school', 'point_of_interest', 'establishment']
524	ChIJt4MXWY-yKIQRP3Zk5SQTAT4	Jardín De Niños Carrousel	preescolar	20.6121648	-103.3469636	C. Alberto Durero 4346, Miravalle, 44990 Guadalajara, Jal., México	['school', 'point_of_interest', 'establishment']
525	ChIJiaYrf4ayKIQR-_ZsKh17C0s	Josefa Ortiz de Dominguez	preescolar	20.6131037	-103.3497226	Paul Gauguin 4180, Miravalle, 44970 Guadalajara, Jal., México	['school', 'point_of_interest', 'establishment']
526	ChIJAXJQxmiyKIQR2oKdDtGzzpU	RAMON LOPEZ VELARDE PREESCOLAR GENERAL	preescolar	20.6329704	-103.3405353	Arroz 501-530, La Nogalera, 44470 Guadalajara, Jal., México	['school', 'point_of_interest', 'establishment']
527	ChIJHfNT8XGyKIQRWcaUnZ-TUuI	PREESCOLAR JOSE VASCONCELOS	preescolar	20.6361275	-103.3483577	Balderas 159, El Dean, 44440 Guadalajara, Jal., México	['school', 'point_of_interest', 'establishment']
528	ChIJkdWLck-yKIQRzvHOqCryZS8	PREESCOLAR QUETZALLI	preescolar	20.6363464	-103.3227048	Río Presas 1321, Col. La Loma, 44890 Guadalajara, Jal., México	['school', 'point_of_interest', 'establishment']
529	ChIJu7zQPwCzKIQR4PW4a1c_7Fo	Preescolar Estatal Manuel López Cotilla	preescolar	20.6329941	-103.3171417	Av. Marcos Montero Ruiz 264, La Capacha, 45500 San Pedro Tlaquepaque, Jal., México	['school', 'point_of_interest', 'establishment']
530	ChIJx_5pTTCyKIQRizeqk99szkk	Kinder Reforma	preescolar	20.6537088	-103.3216782	Fray Antonio de Segovia 735, Olímpica, 44430 Guadalajara, Jal., México	['school', 'point_of_interest', 'establishment']
531	ChIJvQfTEB6yKIQRhXpBUYVc808	JARDIN DE NIÑOS N.11 MODELO	preescolar	20.6654044	-103.3403211	Cuitláhuac 467, Analco, 44450 Guadalajara, Jal., México	['school', 'point_of_interest', 'establishment']
532	ChIJ6fLQkDiyKIQRDXSDiJQzqew	Jardin de Niños 157 PROFA. ANTONIA MUÑOZ MONTES	preescolar	20.6447236	-103.3280336	Río Mascota 1966, Atlas, 44870 Guadalajara, Jal., México	['school', 'point_of_interest', 'establishment']
533	ChIJu_hB98qzKIQRzsxIovQqVbI	Instituto Tlaquepaque Preescolar Kinder	preescolar	20.6419002	-103.3150845	C. Donato Guerra 262, San Juan, 45500 San Pedro Tlaquepaque, Jal., México	['school', 'point_of_interest', 'establishment']
534	ChIJn3Mh8vWxKIQR_4-BrbcCCe8	Jardín De Niños Analco	preescolar	20.666915	-103.3404509	Guadalupe Victoria 386, Analco, 44450 Guadalajara, Jal., México	['school', 'point_of_interest', 'establishment']
535	ChIJO3UcaySyKIQRTi4ttwknimw	Kinder Unidad Modelo	preescolar	20.6596751	-103.3285116	Esq. Calle D, C. 1, Unidad Modelo, 44420 Guadalajara, Jal., México	['school', 'point_of_interest', 'establishment']
536	ChIJj2A5cZqxKIQRSpH2nBrEuPU	MARIANO AZUELA PREESCOLAR GENERAL	preescolar	20.6832491	-103.3236895	44329, Francisco de Icaza 1193A, Belisario Domínguez, 44350 Guadalajara, Jal., México	['school', 'point_of_interest', 'establishment']
537	ChIJlV1uGfGxKIQRuCQD6bniIeU	Kinder Guardería Christian Andersen	preescolar	20.6736827	-103.3438002	Pedro Bruzeta 669, Briseño, 44600 Guadalajara, Jal., México	['school', 'point_of_interest', 'establishment']
538	ChIJrU9Yze-xKIQRmekDOP4PCo0	KINDER GUARDERIA Julio Cortazar	preescolar	20.6783548	-103.3443294	Calle Venustiano Carranza 62, Zona Centro, 44100 Guadalajara, Jal., México	['school', 'point_of_interest', 'establishment']
539	ChIJf1P-wZWxKIQRlS8YdMDv9Lc	"JARDIN DE NIÑOS ""ALEJA CAMARENA"""	preescolar	20.6889565	-103.3312305	Centro Médico 210, Independencia Oriente, 44340 Guadalajara, Jal., México	['school', 'point_of_interest', 'establishment']
540	ChIJrSOlGc-xKIQRBpAykKJqsyE	JARDIN DE NIÑOS GABRIELA MISTRAL	preescolar	20.7034343	-103.3430554	Av. Cvln. División del Nte. 790, Jardines Alcalde, 44290 Guadalajara, Jal., México	['school', 'point_of_interest', 'establishment']
541	ChIJX2v-rLexKIQRo9-zCdJBtnk	PREESCOLAR JOSE CLEMENTE OROZCO	preescolar	20.7045998	-103.3332394	44379, Calle Rogelio Bacon 1718, Independencia, Guadalajara, Jal., México	['school', 'point_of_interest', 'establishment']
542	ChIJ2zgN87exKIQRxEbSscd8DY4	Jardin de ninos PILLITLAN	preescolar	20.7022399	-103.3343609	Platón 1591, Independencia, 44379 Guadalajara, Jal., México	['school', 'point_of_interest', 'establishment']
543	ChIJOe40b_uxKIQRSKoVtgrJIh8	GARABATOS Centro de Desarrollo Infantil a.c.	preescolar	20.6996337	-103.3422946	C. P.º de los Filósofos 1584, Colinas de La Normal, 44270 Guadalajara, Jal., México	['school', 'point_of_interest', 'establishment']
544	ChIJ10G5xsyxKIQRAlU9Fb_-2_M	COLEGIO NACIONES UNIDAS	preescolar	20.7116947	-103.3431685	Av. Fidel Velazquez 873, entre Calle Toledo y Calle Cadiz, Santa Elena Alcalde, 44220 Guadalajara, Jal., México	['school', 'point_of_interest', 'establishment']
545	ChIJ131ZUo-xKIQRPis1MESenQM	Jardín de Niños Adolfo López Mateos	preescolar	20.7159161	-103.350817	Andalucía 2287, 44220 Guadalajara, Jal., México	['school', 'point_of_interest', 'establishment']
546	ChIJt956YLexKIQRvtR6rjM5iKM	Jardín de Niños Pulgarcito	preescolar	20.7021442	-103.3313148	C. Sierra Leona 1616, Independencia, 44379 Guadalajara, Jal., México	['school', 'point_of_interest', 'establishment']
547	ChIJc5tAPymwKIQRjDlkssK1U08	GUARDERÍA PEQUEÑO MUNDO -PREESCOLAR FEDERICO FROEBEL	preescolar	20.7192312	-103.3541438	Emiliano Zapata 78, Atemajac del Valle, 45190 Zapopan, Jal., México	['school', 'point_of_interest', 'establishment']
548	ChIJEZfKd7SxKIQR5hUZmxd_ydc	JARDIN DE NIÑOS FEDERAL QUETZALCOATL	preescolar	20.7100597	-103.3300482	Monte Colli 262, Infonavit Independencia, 44240 Guadalajara, Jal., México	['school', 'point_of_interest', 'establishment']
549	ChIJUd-KhD6wKIQRJuTXVtYzcHw	Jardín de Niños	preescolar	20.7328193	-103.3409661	Independencia SN, Refugio, 47470 Lagos de Moreno, Jal., México	['school', 'point_of_interest', 'establishment']
550	ChIJF_GeGTqwKIQRBdrnene-3kg	JARDIN DE NIÑOS EMILIANO ZAPATA	preescolar	20.7257599	-103.342006	Las Flores 17, Víctor Hugo, 45190 Zapopan, Jal., México	['school', 'point_of_interest', 'establishment']
551	ChIJw9SAmkuwKIQRgR20NM7DtiQ	Jardin de Niños	preescolar	20.7173973	-103.3308364	C. Eutimio Pinzón 984, Rancho Nuevo, 44240 Guadalajara, Jal., México	['school', 'point_of_interest', 'establishment']
552	ChIJezQ4nRawKIQRaSk7ghl2r-I	Jardin De Niños 307 Leona Vicario	preescolar	20.7400098	-103.3415182	Niño Artillero 155, Arroyo Hondo 2a. Secc, Arroyo Hondo, 45186 Zapopan, Jal., México	['school', 'point_of_interest', 'establishment']
553	ChIJmxAwKjawKIQRUWTcmULhopM	Jardín de Niños 204	preescolar	20.7217508	-103.3357106	Normalistas 3103, Rancho Nuevo, 45195 Guadalajara, Jal., México	['school', 'point_of_interest', 'establishment']
554	ChIJM4Hzv6SxKIQRcfVlra3jDpc	Preescolar Gerardo Murillo Coronado (DR ATL)	preescolar	20.7352329	-103.3448873	Jardines del Auditorio, 45180 Zapopan, Jal., México	['school', 'point_of_interest', 'establishment']
555	ChIJCUwwFeexKIQRaPiVekfNCtQ	Jardín de Niños María Montessori	preescolar	20.7516053	-103.3411401	Florentino Velázquez 1988, Villas de Guadalupe, 45130 Zapopan, Jal., México	['school', 'point_of_interest', 'establishment']
556	ChIJ88hZTaG6KIQRf0N2y2xcBhg	Jardin De Niños Irene Robledo Garcia	preescolar	20.7647352	-103.3413301	Elote 80A, Crucero de La Mesa, Mesa Colorada Oriente, 45189 Zapopan, Jal., México	['school', 'point_of_interest', 'establishment']
557	ChIJdzVdDy-xKIQRX51yooQAxkM	Jardín José gariby	preescolar	20.75717	-103.3334487	Vista Real & Vista Puesta del Sol, Vista Hermosa, 45189 Zapopan, Jal., México	['school', 'point_of_interest', 'establishment']
558	ChIJR7eA6lSwKIQRSKRFA8dvuiQ	PREESCOLAR RICARDO FLORES MAGON	preescolar	20.7163063	-103.3165816	44300, C. Monte Olimpo 3176, San Patricio, Guadalajara, Jal., México	['school', 'point_of_interest', 'establishment']
